DeviceID,KilowattHours,TStamp
4,0.0310847,2020-12-04 21:56
4,0.0296716,2020-12-04 21:56
4,0.0331201,2020-12-04 21:56
4,0.025181,2020-12-04 21:56
4,0.0287541,2020-12-04 21:56
4,0.0327036,2020-12-04 21:56
4,0.0314399,2020-12-04 21:56
4,0.0205704,2020-12-04 21:56
4,0.0237819,2020-12-04 21:56
4,0.0298003,2020-12-04 21:57
4,0.0267036,2020-12-04 21:57
4,0.0307069,2020-12-04 21:57
4,0.0219807,2020-12-04 21:57
4,0.0293797,2020-12-04 21:57
4,0.0307964,2020-12-04 21:57
4,0.0253098,2020-12-04 21:57
4,0.0308678,2020-12-04 21:57
4,0.0319717,2020-12-04 21:57
4,0.0332523,2020-12-04 21:57
4,0.0296281,2020-12-04 21:57
4,0.0329198,2020-12-04 21:57
4,0.022219,2020-12-04 21:58
4,0.0303692,2020-12-04 21:58
4,0.0296534,2020-12-04 21:58
4,0.0253562,2020-12-04 21:58
4,0.0323596,2020-12-04 21:58
4,0.0311515,2020-12-04 21:58
4,0.0210464,2020-12-04 21:58
4,0.0270898,2020-12-04 21:58
4,0.0264799,2020-12-04 21:58
4,0.0317455,2020-12-04 21:58
4,0.0299919,2020-12-04 21:58
4,0.0262396,2020-12-04 21:58
4,0.0283382,2020-12-04 21:59
4,0.0308899,2020-12-04 21:59
4,0.0296395,2020-12-04 21:59
4,0.0223124,2020-12-04 21:59
4,0.0264562,2020-12-04 21:59
4,0.0212358,2020-12-04 21:59
4,0.0268513,2020-12-04 21:59
4,0.0321394,2020-12-04 21:59
4,0.0327966,2020-12-04 21:59
4,0.0255011,2020-12-04 21:59
4,0.0328212,2020-12-04 21:59
4,0.0221027,2020-12-04 21:59
4,0.0287089,2020-12-04 22:00
4,0.0217245,2020-12-04 22:00
4,0.0275751,2020-12-04 22:00
4,0.0251832,2020-12-04 22:00
4,0.0278562,2020-12-04 22:00
4,0.028713,2020-12-04 22:00
4,0.0325432,2020-12-04 22:00
4,0.0215583,2020-12-04 22:00
4,0.028672,2020-12-04 22:00
4,0.0285266,2020-12-04 22:00
4,0.0333745,2020-12-04 22:00
4,0.0326388,2020-12-04 22:00
4,0.0254127,2020-12-04 22:01
4,0.0306829,2020-12-04 22:01
4,0.0294036,2020-12-04 22:01
4,0.0211321,2020-12-04 22:01
4,0.0315594,2020-12-04 22:01
4,0.0261106,2020-12-04 22:01
4,0.0331661,2020-12-04 22:01
4,0.0279643,2020-12-04 22:01
4,0.0308736,2020-12-04 22:01
4,0.0235112,2020-12-04 22:01
4,0.0314427,2020-12-04 22:01
4,0.0218329,2020-12-04 22:01
4,0.0275918,2020-12-04 22:02
4,0.0242431,2020-12-04 22:02
4,0.0253637,2020-12-04 22:02
4,0.0278672,2020-12-04 22:02
4,0.0244666,2020-12-04 22:02
4,0.0333652,2020-12-04 22:02
4,0.0327322,2020-12-04 22:02
4,0.0247142,2020-12-04 22:02
4,0.0240179,2020-12-04 22:02
4,0.0274875,2020-12-04 22:02
4,0.0276811,2020-12-04 22:02
4,0.0320313,2020-12-04 22:02
4,0.0287841,2020-12-04 22:03
4,0.0267668,2020-12-04 22:03
4,0.0249974,2020-12-04 22:03
4,0.0285819,2020-12-04 22:03
4,0.0225807,2020-12-04 22:03
4,0.0325867,2020-12-04 22:03
4,0.0295477,2020-12-04 22:03
4,0.0238315,2020-12-04 22:03
4,0.0257549,2020-12-04 22:03
4,0.0253856,2020-12-04 22:03
4,0.026783,2020-12-04 22:03
4,0.0206306,2020-12-04 22:03
4,0.0206726,2020-12-04 22:04
4,0.0300873,2020-12-04 22:04
4,0.0215178,2020-12-04 22:04
4,0.0257435,2020-12-04 22:04
4,0.0326117,2020-12-04 22:04
4,0.0276743,2020-12-04 22:04
4,0.0243902,2020-12-04 22:04
4,0.0320307,2020-12-04 22:04
4,0.0288158,2020-12-04 22:04
4,0.0265923,2020-12-04 22:04
4,0.0304355,2020-12-04 22:04
4,0.0294833,2020-12-04 22:04
4,0.0246788,2020-12-04 22:05
4,0.022416,2020-12-04 22:05
4,0.0209896,2020-12-04 22:05
4,0.0308379,2020-12-04 22:05
4,0.0268938,2020-12-04 22:05
4,0.0252,2020-12-04 22:05
4,0.0229509,2020-12-04 22:05
4,0.0222267,2020-12-04 22:05
4,0.0241854,2020-12-04 22:05
4,0.0220496,2020-12-04 22:05
4,0.0208572,2020-12-04 22:05
4,0.0307655,2020-12-04 22:05
4,0.032923,2020-12-04 22:06
4,0.0306353,2020-12-04 22:06
4,0.029558,2020-12-04 22:06
4,0.0258278,2020-12-04 22:06
4,0.0232062,2020-12-04 22:06
4,0.0244982,2020-12-04 22:06
4,0.0225184,2020-12-04 22:06
4,0.0313152,2020-12-04 22:06
4,0.0227935,2020-12-04 22:06
4,0.0205069,2020-12-04 22:06
4,0.0282657,2020-12-04 22:06
4,0.0330622,2020-12-04 22:06
4,0.0292969,2020-12-04 22:07
4,0.0232478,2020-12-04 22:07
4,0.0235011,2020-12-04 22:07
4,0.0254538,2020-12-04 22:07
4,0.0259547,2020-12-04 22:07
4,0.0286863,2020-12-04 22:07
4,0.0279191,2020-12-04 22:07
4,0.025403,2020-12-04 22:07
4,0.0292056,2020-12-04 22:07
4,0.0302108,2020-12-04 22:07
4,0.0243763,2020-12-04 22:07
4,0.024583,2020-12-04 22:07
4,0.0283686,2020-12-04 22:08
4,0.0310511,2020-12-04 22:08
4,0.0326381,2020-12-04 22:08
4,0.0277028,2020-12-04 22:08
4,0.0249446,2020-12-04 22:08
4,0.0255604,2020-12-04 22:08
4,0.0258795,2020-12-04 22:08
4,0.0281705,2020-12-04 22:08
4,0.0231837,2020-12-04 22:08
4,0.0227133,2020-12-04 22:08
4,0.0267958,2020-12-04 22:08
4,0.0281959,2020-12-04 22:08
4,0.024435,2020-12-04 22:09
4,0.0243658,2020-12-04 22:09
4,0.0265938,2020-12-04 22:09
4,0.024993,2020-12-04 22:09
4,0.0328457,2020-12-04 22:09
4,0.0293069,2020-12-04 22:09
4,0.0284075,2020-12-04 22:09
4,0.0232202,2020-12-04 22:09
4,0.0279431,2020-12-04 22:09
4,0.0205831,2020-12-04 22:09
4,0.02331,2020-12-04 22:09
4,0.0272322,2020-12-04 22:09
4,0.032793,2020-12-04 22:10
4,0.0213883,2020-12-04 22:10
4,0.0286728,2020-12-04 22:10
4,0.0229798,2020-12-04 22:10
4,0.0229042,2020-12-04 22:10
4,0.0330109,2020-12-04 22:10
4,0.0277107,2020-12-04 22:10
4,0.0324545,2020-12-04 22:10
4,0.0292081,2020-12-04 22:10
4,0.0228162,2020-12-04 22:10
4,0.0307572,2020-12-04 22:10
4,0.0316823,2020-12-04 22:10
4,0.0250148,2020-12-04 22:11
4,0.025988,2020-12-04 22:11
4,0.0250577,2020-12-04 22:11
4,0.0267861,2020-12-04 22:11
4,0.0263157,2020-12-04 22:11
4,0.027226,2020-12-04 22:11
4,0.027246,2020-12-04 22:11
4,0.0330557,2020-12-04 22:11
4,0.03095,2020-12-04 22:11
4,0.0280861,2020-12-04 22:11
4,0.0267787,2020-12-04 22:11
4,0.0215662,2020-12-04 22:11
4,0.0291913,2020-12-04 22:12
4,0.0232381,2020-12-04 22:12
4,0.0263716,2020-12-04 22:12
4,0.0242092,2020-12-04 22:12
4,0.0334776,2020-12-04 22:12
4,0.0301501,2020-12-04 22:12
4,0.0332927,2020-12-04 22:12
4,0.0288255,2020-12-04 22:12
4,0.0328598,2020-12-04 22:12
4,0.0286173,2020-12-04 22:12
4,0.0205207,2020-12-04 22:12
4,0.0286029,2020-12-04 22:12
4,0.0240899,2020-12-04 22:13
4,0.0316415,2020-12-04 22:13
4,0.0235432,2020-12-04 22:13
4,0.0251937,2020-12-04 22:13
4,0.0287487,2020-12-04 22:13
4,0.0330303,2020-12-04 22:13
4,0.0218464,2020-12-04 22:13
4,0.0215334,2020-12-04 22:13
4,0.027449,2020-12-04 22:13
4,0.030022,2020-12-04 22:13
4,0.0298869,2020-12-04 22:13
4,0.024766,2020-12-04 22:13
4,0.0260964,2020-12-04 22:14
4,0.033085,2020-12-04 22:14
4,0.0304423,2020-12-04 22:14
4,0.0237546,2020-12-04 22:14
4,0.023048,2020-12-04 22:14
4,0.0319307,2020-12-04 22:14
4,0.0294958,2020-12-04 22:14
4,0.0315401,2020-12-04 22:14
4,0.0332087,2020-12-04 22:14
4,0.0220738,2020-12-04 22:14
4,0.0282731,2020-12-04 22:14
4,0.0233458,2020-12-04 22:14
4,0.0271784,2020-12-04 22:15
4,0.0307034,2020-12-04 22:15
4,0.0234495,2020-12-04 22:15
4,0.0321464,2020-12-04 22:15
4,0.023289,2020-12-04 22:15
4,0.0209148,2020-12-04 22:15
4,0.0318684,2020-12-04 22:15
4,0.0276695,2020-12-04 22:15
4,0.0273074,2020-12-04 22:15
4,0.0246549,2020-12-04 22:15
4,0.032063,2020-12-04 22:15
4,0.0239219,2020-12-04 22:15
4,0.0261126,2020-12-04 22:16
4,0.025276,2020-12-04 22:16
4,0.0222337,2020-12-04 22:16
4,0.0233971,2020-12-04 22:16
4,0.0323272,2020-12-04 22:16
4,0.0216777,2020-12-04 22:16
4,0.0249029,2020-12-04 22:16
4,0.0207507,2020-12-04 22:16
4,0.0249473,2020-12-04 22:16
4,0.0225349,2020-12-04 22:16
4,0.0247798,2020-12-04 22:16
4,0.0330345,2020-12-04 22:16
4,0.0258289,2020-12-04 22:17
4,0.0268867,2020-12-04 22:17
4,0.0288307,2020-12-04 22:17
4,0.0269351,2020-12-04 22:17
4,0.0326556,2020-12-04 22:17
4,0.0251709,2020-12-04 22:17
4,0.0286901,2020-12-04 22:17
4,0.0314297,2020-12-04 22:17
4,0.0266439,2020-12-04 22:17
4,0.0292872,2020-12-04 22:17
4,0.0205585,2020-12-04 22:17
4,0.0217414,2020-12-04 22:17
4,0.0291616,2020-12-04 22:18
4,0.0216883,2020-12-04 22:18
4,0.0297479,2020-12-04 22:18
4,0.0246617,2020-12-04 22:18
4,0.0233198,2020-12-04 22:18
4,0.029023,2020-12-04 22:18
4,0.0244163,2020-12-04 22:18
4,0.0256232,2020-12-04 22:18
4,0.0290924,2020-12-04 22:18
4,0.0320283,2020-12-04 22:18
4,0.0320595,2020-12-04 22:18
4,0.0288566,2020-12-04 22:18
4,0.0217,2020-12-04 22:19
4,0.0228417,2020-12-04 22:19
4,0.0299674,2020-12-04 22:19
4,0.0209368,2020-12-04 22:19
4,0.0309901,2020-12-04 22:19
4,0.0315466,2020-12-04 22:19
4,0.0269097,2020-12-04 22:19
4,0.0310283,2020-12-04 22:19
4,0.0325311,2020-12-04 22:19
4,0.0328529,2020-12-04 22:19
4,0.0259817,2020-12-04 22:19
4,0.0222629,2020-12-04 22:19
4,0.0277276,2020-12-04 22:20
4,0.0229784,2020-12-04 22:20
4,0.0234535,2020-12-04 22:20
4,0.0252507,2020-12-04 22:20
4,0.0275519,2020-12-04 22:20
4,0.0326213,2020-12-04 22:20
4,0.0293713,2020-12-04 22:20
4,0.0284901,2020-12-04 22:20
4,0.0215267,2020-12-04 22:20
4,0.0254705,2020-12-04 22:20
4,0.0285668,2020-12-04 22:20
4,0.0224019,2020-12-04 22:20
4,0.025208,2020-12-04 22:21
4,0.0239889,2020-12-04 22:21
4,0.0231892,2020-12-04 22:21
4,0.0308497,2020-12-04 22:21
4,0.032171,2020-12-04 22:21
4,0.0300828,2020-12-04 22:21
4,0.0229522,2020-12-04 22:21
4,0.0325175,2020-12-04 22:21
4,0.0249886,2020-12-04 22:21
4,0.0322712,2020-12-04 22:21
4,0.0296412,2020-12-04 22:21
4,0.0220402,2020-12-04 22:21
4,0.0297396,2020-12-04 22:22
4,0.0263695,2020-12-04 22:22
4,0.0241234,2020-12-04 22:22
4,0.0260701,2020-12-04 22:22
4,0.0244624,2020-12-04 22:22
4,0.0215805,2020-12-04 22:22
4,0.0310907,2020-12-04 22:22
4,0.0321566,2020-12-04 22:22
4,0.0324223,2020-12-04 22:22
4,0.0247368,2020-12-04 22:22
4,0.0307627,2020-12-04 22:22
4,0.0304297,2020-12-04 22:22
4,0.022563,2020-12-04 22:23
4,0.0262671,2020-12-04 22:23
4,0.0219578,2020-12-04 22:23
4,0.0235862,2020-12-04 22:23
4,0.0319552,2020-12-04 22:23
4,0.022209,2020-12-04 22:23
4,0.0220855,2020-12-04 22:23
4,0.033224,2020-12-04 22:23
4,0.0265915,2020-12-04 22:23
4,0.0290975,2020-12-04 22:23
4,0.0329177,2020-12-04 22:23
4,0.0278061,2020-12-04 22:23
4,0.0306137,2020-12-04 22:24
4,0.0320743,2020-12-04 22:24
4,0.0230319,2020-12-04 22:24
4,0.0215153,2020-12-04 22:24
4,0.0242734,2020-12-04 22:24
4,0.0314262,2020-12-04 22:24
4,0.0278269,2020-12-04 22:24
4,0.024546,2020-12-04 22:24
4,0.0314219,2020-12-04 22:24
4,0.022482,2020-12-04 22:24
4,0.0250062,2020-12-04 22:24
4,0.0272226,2020-12-04 22:24
4,0.0258388,2020-12-04 22:25
4,0.0299155,2020-12-04 22:25
4,0.0227869,2020-12-04 22:25
4,0.0259655,2020-12-04 22:25
4,0.0230719,2020-12-04 22:25
4,0.0219825,2020-12-04 22:25
4,0.0291661,2020-12-04 22:25
4,0.0333405,2020-12-04 22:25
4,0.0304989,2020-12-04 22:25
4,0.0275049,2020-12-04 22:25
4,0.0286335,2020-12-04 22:25
4,0.024774,2020-12-04 22:25
4,0.0317997,2020-12-04 22:26
4,0.0264994,2020-12-04 22:26
4,0.031103,2020-12-04 22:26
4,0.029231,2020-12-04 22:26
4,0.0307696,2020-12-04 22:26
4,0.0256655,2020-12-04 22:26
4,0.0305668,2020-12-04 22:26
4,0.0274392,2020-12-04 22:26
4,0.0307219,2020-12-04 22:26
4,0.0221161,2020-12-04 22:26
4,0.0313054,2020-12-04 22:26
4,0.0285614,2020-12-04 22:26
4,0.0240504,2020-12-04 22:27
4,0.0217718,2020-12-04 22:27
4,0.0229938,2020-12-04 22:27
4,0.0259087,2020-12-04 22:27
4,0.024292,2020-12-04 22:27
4,0.0227844,2020-12-04 22:27
4,0.0229847,2020-12-04 22:27
4,0.0227719,2020-12-04 22:27
4,0.0222563,2020-12-04 22:27
4,0.0320886,2020-12-04 22:27
4,0.024964,2020-12-04 22:27
4,0.0330528,2020-12-04 22:27
4,0.0241821,2020-12-04 22:28
4,0.0244689,2020-12-04 22:28
4,0.0206972,2020-12-04 22:28
4,0.0228896,2020-12-04 22:28
4,0.0297922,2020-12-04 22:28
4,0.0298314,2020-12-04 22:28
4,0.0282276,2020-12-04 22:28
4,0.0221517,2020-12-04 22:28
4,0.032987,2020-12-04 22:28
4,0.0281222,2020-12-04 22:28
4,0.026731,2020-12-04 22:28
4,0.0219734,2020-12-04 22:28
4,0.0210088,2020-12-04 22:29
4,0.021824,2020-12-04 22:29
4,0.0264437,2020-12-04 22:29
4,0.0229951,2020-12-04 22:29
4,0.0240227,2020-12-04 22:29
4,0.0272741,2020-12-04 22:29
4,0.0306197,2020-12-04 22:29
4,0.0267354,2020-12-04 22:29
4,0.0246582,2020-12-04 22:29
4,0.0207023,2020-12-04 22:29
4,0.0313697,2020-12-04 22:29
4,0.0267916,2020-12-04 22:29
4,0.0239948,2020-12-04 22:30
4,0.0228337,2020-12-04 22:30
4,0.0245441,2020-12-04 22:30
4,0.0281715,2020-12-04 22:30
4,0.0211406,2020-12-04 22:30
4,0.0255491,2020-12-04 22:30
4,0.0284416,2020-12-04 22:30
4,0.0252269,2020-12-04 22:30
4,0.0257395,2020-12-04 22:30
4,0.0244949,2020-12-04 22:30
4,0.0235017,2020-12-04 22:30
4,0.0298225,2020-12-04 22:30
4,0.020936,2020-12-04 22:31
4,0.0249382,2020-12-04 22:31
4,0.0228198,2020-12-04 22:31
4,0.0313783,2020-12-04 22:31
4,0.0324271,2020-12-04 22:31
4,0.0213778,2020-12-04 22:31
4,0.0308473,2020-12-04 22:31
4,0.0250096,2020-12-04 22:31
4,0.0228337,2020-12-04 22:31
4,0.0212454,2020-12-04 22:31
4,0.0238614,2020-12-04 22:31
4,0.0233562,2020-12-04 22:31
4,0.0328372,2020-12-04 22:32
4,0.0285117,2020-12-04 22:32
4,0.0308637,2020-12-04 22:32
4,0.0313435,2020-12-04 22:32
4,0.0209626,2020-12-04 22:32
4,0.0306994,2020-12-04 22:32
4,0.0251157,2020-12-04 22:32
4,0.0258394,2020-12-04 22:32
4,0.0230307,2020-12-04 22:32
4,0.0240732,2020-12-04 22:32
4,0.0261876,2020-12-04 22:32
4,0.0309275,2020-12-04 22:32
4,0.0280215,2020-12-04 22:33
4,0.0328109,2020-12-04 22:33
4,0.0208679,2020-12-04 22:33
4,0.0232646,2020-12-04 22:33
4,0.0216556,2020-12-04 22:33
4,0.0309444,2020-12-04 22:33
4,0.027979,2020-12-04 22:33
4,0.0314936,2020-12-04 22:33
4,0.0334876,2020-12-04 22:33
4,0.0293752,2020-12-04 22:33
4,0.0260212,2020-12-04 22:33
4,0.0281946,2020-12-04 22:33
4,0.031993,2020-12-04 22:34
4,0.0245873,2020-12-04 22:34
4,0.0261137,2020-12-04 22:34
4,0.0323641,2020-12-04 22:34
4,0.0218018,2020-12-04 22:34
4,0.0260185,2020-12-04 22:34
4,0.0278937,2020-12-04 22:34
4,0.024746,2020-12-04 22:34
4,0.0285654,2020-12-04 22:34
4,0.0214748,2020-12-04 22:34
4,0.0219595,2020-12-04 22:34
4,0.0316557,2020-12-04 22:34
4,0.0238118,2020-12-04 22:35
4,0.0238782,2020-12-04 22:35
4,0.0262206,2020-12-04 22:35
4,0.0301266,2020-12-04 22:35
4,0.0206502,2020-12-04 22:35
4,0.029937,2020-12-04 22:35
4,0.0222456,2020-12-04 22:35
4,0.0249666,2020-12-04 22:35
4,0.0322044,2020-12-04 22:35
4,0.0329602,2020-12-04 22:35
4,0.0231511,2020-12-04 22:35
4,0.0207651,2020-12-04 22:35
4,0.0265343,2020-12-04 22:36
4,0.0292916,2020-12-04 22:36
4,0.0235722,2020-12-04 22:36
4,0.0281336,2020-12-04 22:36
4,0.0332275,2020-12-04 22:36
4,0.0333714,2020-12-04 22:36
4,0.026788,2020-12-04 22:36
4,0.0285804,2020-12-04 22:36
4,0.028306,2020-12-04 22:36
4,0.0261732,2020-12-04 22:36
4,0.0312968,2020-12-04 22:36
4,0.0245415,2020-12-04 22:36
4,0.0269814,2020-12-04 22:37
4,0.0319194,2020-12-04 22:37
4,0.0223727,2020-12-04 22:37
4,0.023039,2020-12-04 22:37
4,0.0218778,2020-12-04 22:37
4,0.021841,2020-12-04 22:37
